"","superkingdom","family","genus","species","kingdom","VC","EukVirBin_noanello","EukVirBin","PhageBin","ContigBin","VC_Genus","Host","Host_specific","OTU","infection"
"NODE_75_length_1507_cov_8_262937_S007-109","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_75_length_1507_cov_8_262937_S007-109","TTV-like mini virus"
"NODE_751_length_1537_cov_2_962329_S009-193","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_751_length_1537_cov_2_962329_S009-193","0"
"NODE_7522_length_853_cov_7_188144_S010-136","Viruses","Anelloviridae","Gammatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_7522_length_853_cov_7_188144_S010-136","0"
"NODE_76_length_2667_cov_41_272973_S003-142","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID30",NA,"NOTSURE_ClusterID1399",NA,"Vertebrates","Vertebrates","NODE_76_length_2667_cov_41_272973_S003-142","0"
"NODE_76_length_3149_cov_117_907227_S009-182","Viruses","Anelloviridae","Alphatorquevirus","Torque teno virus 20","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID15",NA,"NOTSURE_ClusterID1083",NA,"Vertebrates","Vertebrates","NODE_76_length_3149_cov_117_907227_S009-182","Torque teno virus 20"
"NODE_770_length_2431_cov_8_499575_S003-164","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID147",NA,"Singleton_ClusterID7588",NA,"Vertebrates","Vertebrates","NODE_770_length_2431_cov_8_499575_S003-164","Anelloviridae sp."
"NODE_774_length_1510_cov_6_863922_S009-159","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_774_length_1510_cov_6_863922_S009-159","TTV-like mini virus"
"NODE_79_length_2649_cov_271_282659_S003-142","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_79_length_2649_cov_271_282659_S003-142","0"
"NODE_79_length_2822_cov_23_693989_S011-87","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID43",NA,"NOTSURE_ClusterID1960",NA,"Vertebrates","Vertebrates","NODE_79_length_2822_cov_23_693989_S011-87","TTV-like mini virus"
"NODE_797_length_1438_cov_3_169728_S005-199","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID127",NA,"Singleton_ClusterID7652",NA,"Vertebrates","Vertebrates","NODE_797_length_1438_cov_3_169728_S005-199","0"
"NODE_8_length_7050_cov_48_056217_S010-82","Viruses","Picornaviridae","Enterovirus","Rhinovirus C","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_8_length_7050_cov_48_056217_S010-82","Rhinovirus C"
"NODE_8012_length_813_cov_267_289402_S010-136","Viruses","Adenoviridae","Mastadenovirus","Human mastadenovirus C","Viruses_EukaryoticVirus",NA,"SURE_ClusterID_14","SURE_ClusterID56",NA,"SURE_ClusterID2573",NA,"Vertebrates","Vertebrates","NODE_8012_length_813_cov_267_289402_S010-136","Human mastadenovirus C"
"NODE_805_length_3884_cov_651_703704_S010-136","Viruses","Adenoviridae","Mastadenovirus","Human mastadenovirus C","Viruses_EukaryoticVirus",NA,"SURE_ClusterID_14","SURE_ClusterID56",NA,"SURE_ClusterID2573",NA,"Vertebrates","Vertebrates","NODE_805_length_3884_cov_651_703704_S010-136","Human mastadenovirus C"
"NODE_808_length_877_cov_6_110000_S005-183","Viruses","Picornaviridae","Cardiovirus","Cardiovirus B","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_808_length_877_cov_6_110000_S005-183","Cardiovirus B"
"NODE_81_length_2903_cov_8_213376_S003-179","Viruses","Anelloviridae","Anelloviridae","Torque teno virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID84",NA,"Singleton_ClusterID7683",NA,"Vertebrates","Vertebrates","NODE_81_length_2903_cov_8_213376_S003-179","Torque teno virus"
"NODE_829_length_923_cov_20_418440_S011-87","Viruses","Anelloviridae","Anelloviridae","Torque teno virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID110",NA,"NOTSURE_ClusterID710",NA,"Vertebrates","Vertebrates","NODE_829_length_923_cov_20_418440_S011-87","Torque teno virus"
"NODE_83_length_2593_cov_37_625199_S004-162","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_83_length_2593_cov_37_625199_S004-162","TTV-like mini virus"
"NODE_84_length_1976_cov_8_911006_S007-118","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_84_length_1976_cov_8_911006_S007-118","0"
"NODE_84_length_2091_cov_8_826713_S005-167","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID163",NA,"Singleton_ClusterID7737",NA,"Vertebrates","Vertebrates","NODE_84_length_2091_cov_8_826713_S005-167","0"
"NODE_84_length_2992_cov_74_309091_S009-182","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID164",NA,"Singleton_ClusterID7739",NA,"Vertebrates","Vertebrates","NODE_84_length_2992_cov_74_309091_S009-182","0"
"NODE_84_length_2996_cov_30_087359_S009-244","Viruses","Anelloviridae","Anelloviridae","Torque teno virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_84_length_2996_cov_30_087359_S009-244","Torque teno virus"
"NODE_842_length_1372_cov_10_273359_S005-199","Viruses","Anelloviridae","Betatorquevirus","Torque teno mini virus 5","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID165",NA,"NOTSURE_ClusterID7561",NA,"Vertebrates","Vertebrates","NODE_842_length_1372_cov_10_273359_S005-199","Torque teno mini virus 5"
"NODE_85_length_7476_cov_3329_007028_S005-199","Viruses","Caliciviridae","Sapovirus","Sapporo virus","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_61","Singleton_ClusterID166",NA,"Singleton_ClusterID7772",NA,"Vertebrates","Vertebrates","NODE_85_length_7476_cov_3329_007028_S005-199","Sapporo virus b"
"NODE_85_length_891_cov_6_331695_S006-96","Viruses","Small circular virus","Genomoviridae","Genomoviridae sp.","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Sewage_associated","Sewage_associated","NODE_85_length_891_cov_6_331695_S006-96","Genomoviridae sp."
"NODE_850_length_1155_cov_11_162338_S003-142","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_850_length_1155_cov_11_162338_S003-142","0"
"NODE_850_length_2541_cov_45_712256_S010-123","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID34",NA,"Singleton_ClusterID7774",NA,"Vertebrates","Vertebrates","NODE_850_length_2541_cov_45_712256_S010-123","0"
"NODE_851_length_724_cov_9_319938_S007-99","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_851_length_724_cov_9_319938_S007-99","TTV-like mini virus"
"NODE_854_length_1022_cov_9_240212_S007-4","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_854_length_1022_cov_9_240212_S007-4","0"
"NODE_863_length_855_cov_8_411311_S004-194","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_863_length_855_cov_8_411311_S004-194","0"
"NODE_87_length_7439_cov_852_990492_S005-199","Viruses","Picornaviridae","Enterovirus","Enterovirus A","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_87_length_7439_cov_852_990492_S005-199","Enterovirus Af"
"NODE_881_length_1179_cov_10_059891_S006-28","Viruses","Small circular virus","Circoviridae","Circovirus-like genome DCCV-10","Viruses_EukaryoticVirus",NA,"NOTSURE_ClusterID_8_contaminomics","NOTSURE_ClusterID32",NA,"NOTSURE_ClusterID679",NA,"Vertebrates","Mammals_Birds","NODE_881_length_1179_cov_10_059891_S006-28","Circovirus-like genome DCCV-10"
"NODE_89_length_2608_cov_44_883050_S003-142","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID161",NA,"Singleton_ClusterID7845",NA,"Vertebrates","Vertebrates","NODE_89_length_2608_cov_44_883050_S003-142","Anelloviridae sp."
"NODE_89_length_2667_cov_112_707722_S009-179","Viruses","Anelloviridae","Gammatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID15",NA,"NOTSURE_ClusterID1083",NA,"Vertebrates","Vertebrates","NODE_89_length_2667_cov_112_707722_S009-179","0"
"NODE_89_length_2826_cov_115_972717_S004-178","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_89_length_2826_cov_115_972717_S004-178","TTV-like mini virus"
"NODE_895_length_708_cov_49_421553_S007-99","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_895_length_708_cov_49_421553_S007-99","0"
"NODE_896_length_995_cov_6_201525_S004-178","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_896_length_995_cov_6_201525_S004-178","0"
"NODE_9_length_11994_cov_2224_789041_S009-94","Viruses","Adenoviridae","Mastadenovirus","Human mastadenovirus C","Viruses_EukaryoticVirus",NA,"Singleton_ClusterID_62","Singleton_ClusterID167",NA,"NOTSURE_ClusterID4121",NA,"Vertebrates","Vertebrates","NODE_9_length_11994_cov_2224_789041_S009-94","Human mastadenovirus C"
"NODE_9_length_7556_cov_6297_385747_S009-185","Viruses","Caliciviridae","Sapovirus","Sapporo virus","Viruses_EukaryoticVirus",NA,"NOTSURE_ClusterID_4","NOTSURE_ClusterID4",NA,"NOTSURE_ClusterID114",NA,"Vertebrates","Vertebrates","NODE_9_length_7556_cov_6297_385747_S009-185","Sapporo virus c"
"NODE_90_length_2038_cov_5_608873_S010-168","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID168",NA,"Singleton_ClusterID7869",NA,"Vertebrates","Vertebrates","NODE_90_length_2038_cov_5_608873_S010-168","0"
"NODE_90_length_2847_cov_36_735379_S009-244","Viruses","Anelloviridae","Anelloviridae","Torque teno virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_90_length_2847_cov_36_735379_S009-244","Torque teno virus"
"NODE_90_length_2865_cov_381_177188_S007-99","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID10",NA,"NOTSURE_ClusterID491",NA,"Vertebrates","Vertebrates","NODE_90_length_2865_cov_381_177188_S007-99","0"
"NODE_90_length_2993_cov_152_809671_S004-114","Viruses","Anelloviridae","Betatorquevirus","Torque teno mini virus 5","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID42",NA,"Singleton_ClusterID7871",NA,"Vertebrates","Vertebrates","NODE_90_length_2993_cov_152_809671_S004-114","Torque teno mini virus 5"
"NODE_90_length_3596_cov_980_188690_S010-133","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"NOTSURE_ClusterID55",NA,"NOTSURE_ClusterID2540",NA,"Vertebrates","Vertebrates","NODE_90_length_3596_cov_980_188690_S010-133","0"
"NODE_907_length_1230_cov_40_247181_S007-71","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_907_length_1230_cov_40_247181_S007-71","0"
"NODE_91_length_2965_cov_729_701524_S004-114","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID42",NA,"NOTSURE_ClusterID1951",NA,"Vertebrates","Vertebrates","NODE_91_length_2965_cov_729_701524_S004-114","0"
"NODE_911_length_2447_cov_7_974262_S010-123","Viruses","Anelloviridae","Gammatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_911_length_2447_cov_7_974262_S010-123","0"
"NODE_914_length_984_cov_4_719956_S004-178","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_914_length_984_cov_4_719956_S004-178","TTV-like mini virus"
"NODE_926_length_1393_cov_5_980243_S009-159","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_926_length_1393_cov_5_980243_S009-159","0"
"NODE_928_length_1630_cov_1855_363168_S006-52","Viruses","Reoviridae","Rotavirus","Rotavirus A","Viruses_EukaryoticVirus",NA,"SURE_ClusterID_10","SURE_ClusterID39",NA,"SURE_ClusterID1736",NA,"Vertebrates","Vertebrates","NODE_928_length_1630_cov_1855_363168_S006-52","Rotavirus A"
"NODE_93_length_2011_cov_62_063082_S009-119","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID139",NA,"NOTSURE_ClusterID6461",NA,"Vertebrates","Vertebrates","NODE_93_length_2011_cov_62_063082_S009-119","TTV-like mini virus"
"NODE_93_length_2501_cov_6_133663_S011-87","Viruses","Polyomaviridae","Deltapolyomavirus","Human polyomavirus 10","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_93_length_2501_cov_6_133663_S011-87","Human polyomavirus 10"
"NODE_93_length_2851_cov_89_378154_S007-99","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID169",NA,"Singleton_ClusterID7922",NA,"Vertebrates","Vertebrates","NODE_93_length_2851_cov_89_378154_S007-99","0"
"NODE_93_length_3052_cov_509_941513_S010-137","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID68",NA,"Singleton_ClusterID7923",NA,"Vertebrates","Vertebrates","NODE_93_length_3052_cov_509_941513_S010-137","0"
"NODE_933_length_2150_cov_10_924747_S003-195","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_933_length_2150_cov_10_924747_S003-195","Anelloviridae sp."
"NODE_94_length_1604_cov_6_671906_S009-199","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_94_length_1604_cov_6_671906_S009-199","0"
"NODE_94_length_2239_cov_4_476411_S009-229","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_94_length_2239_cov_4_476411_S009-229","Anelloviridae sp."
"NODE_944_length_1479_cov_14_856633_S010-149","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID41",NA,"Singleton_ClusterID7949",NA,"Vertebrates","Vertebrates","NODE_944_length_1479_cov_14_856633_S010-149","0"
"NODE_95_length_2724_cov_33_030223_S004-178","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID8",NA,"NOTSURE_ClusterID260",NA,"Vertebrates","Vertebrates","NODE_95_length_2724_cov_33_030223_S004-178","Anelloviridae sp."
"NODE_95_length_2757_cov_18_638433_S003-179","Viruses","Anelloviridae","Anelloviridae","Anelloviridae sp.","Viruses_EukaryoticVirus",NA,NA,"Singleton_ClusterID170",NA,"Singleton_ClusterID7956",NA,"Vertebrates","Vertebrates","NODE_95_length_2757_cov_18_638433_S003-179","Anelloviridae sp."
"NODE_95_length_2803_cov_50_842627_S009-182","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID15",NA,"NOTSURE_ClusterID1083",NA,"Vertebrates","Vertebrates","NODE_95_length_2803_cov_50_842627_S009-182","0"
"NODE_950_length_2191_cov_21_424787_S003-164","Viruses","Anelloviridae","Anelloviridae","Torque teno virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID147",NA,"NOTSURE_ClusterID54",NA,"Vertebrates","Vertebrates","NODE_950_length_2191_cov_21_424787_S003-164","Torque teno virus"
"NODE_952_length_1931_cov_4_240561_S003-141","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID86",NA,"NOTSURE_ClusterID4735",NA,"Vertebrates","Vertebrates","NODE_952_length_1931_cov_4_240561_S003-141","0"
"NODE_956_length_3535_cov_515_455755_S010-136","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID58",NA,"NOTSURE_ClusterID2605",NA,"Vertebrates","Vertebrates","NODE_956_length_3535_cov_515_455755_S010-136","0"
"NODE_958_length_1376_cov_13_693610_S009-159","Viruses","Anelloviridae","Betatorquevirus","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID86",NA,"NOTSURE_ClusterID4735",NA,"Vertebrates","Vertebrates","NODE_958_length_1376_cov_13_693610_S009-159","0"
"NODE_966_length_1527_cov_5_593103_S003-190","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID96",NA,"SURE_ClusterID5062",NA,"Vertebrates","Vertebrates","NODE_966_length_1527_cov_5_593103_S003-190","0"
"NODE_97_length_2367_cov_26_462445_S004-162","Viruses","Anelloviridae","Betatorquevirus","Torque teno mini virus 10","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_97_length_2367_cov_26_462445_S004-162","Torque teno mini virus 10"
"NODE_97_length_2761_cov_12_774963_S009-182","Viruses","Anelloviridae","Anelloviridae","Torque teno virus","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID47",NA,"Singleton_ClusterID7985",NA,"Vertebrates","Vertebrates","NODE_97_length_2761_cov_12_774963_S009-182","Torque teno virus"
"NODE_9708_length_700_cov_22_526485_S010-136","Viruses","Anelloviridae","Anelloviridae","Torque teno virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_9708_length_700_cov_22_526485_S010-136","Torque teno virus"
"NODE_98_length_2560_cov_45_397100_S003-142","Viruses","Anelloviridae","Betatorquevirus","Torque teno mini virus 10","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID30",NA,"Singleton_ClusterID8006",NA,"Vertebrates","Vertebrates","NODE_98_length_2560_cov_45_397100_S003-142","Torque teno mini virus 10"
"NODE_98_length_2764_cov_180_319687_S007-99","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID10",NA,"NOTSURE_ClusterID491",NA,"Vertebrates","Vertebrates","NODE_98_length_2764_cov_180_319687_S007-99","0"
"NODE_982_length_1077_cov_5_189000_S003-142","Viruses","Anelloviridae","Anelloviridae","0","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID142",NA,"Singleton_ClusterID8015",NA,"Vertebrates","Vertebrates","NODE_982_length_1077_cov_5_189000_S003-142","0"
"NODE_99_length_2359_cov_16_158195_S011-87","Viruses","Anelloviridae","Betatorquevirus","TTV-like mini virus","Viruses_EukaryoticVirus",NA,NA,NA,NA,NA,NA,"Vertebrates","Vertebrates","NODE_99_length_2359_cov_16_158195_S011-87","TTV-like mini virus"
"NODE_99_length_2908_cov_56_133168_S010-137","Viruses","Anelloviridae","Betatorquevirus","Torque teno mini virus ALA22","Viruses_EukaryoticVirus",NA,NA,"SURE_ClusterID78",NA,"NOTSURE_ClusterID3658",NA,"Vertebrates","Vertebrates","NODE_99_length_2908_cov_56_133168_S010-137","Torque teno mini virus ALA22"
